Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Dani Carvajal,20000000,30,1.73,Right-Back,Full-Back,right,3.32876712328767,Real Madrid,La Liga,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.04,0.04,0.09,0.13,0.05,0.48,0.16,33.3,0.11,0.33,17.4,0.0,0.0,0.0,0.04,0.04,0.08,0.02,0.02,62.51,72.3,86.5,1152.19,303.08,26.63,28.89,92.2,26.41,29.91,88.3,8.39,10.71,78.4,0.05,0.09,1.29,2.74,1.72,0.54,4.09,72.3,63.8,8.5,0.75,0.11,7.15,1.4,2.47,0.0,0.0,0.0,0.0,49.44,13.88,8.98,3.34,57.99,2.64,7.75,0.22,62.51,0.16,1.02,1.94,1.61,1.94,1.88,0.0,0.0,0.0,0.0,0.05,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.99,1.24,0.91,0.7,0.38,0.97,2.1,46.2,1.13,14.04,3.77,26.8,5.76,4.9,3.39,2.21,0.54,0.0,1.67,1.61,3.6,1.67,0.11,81.23,4.73,23.08,34.11,27.81,2.15,73.11,0.27,0.91,29.4,0.32,0.0,48.52,199.96,102.59,4.41,1.78,0.22,0.54,0.81,59.28,55.68,93.9,3.07,0.05,0.0,0.0,1.4,0.59,0.0,2.47,1.61,1.24,0.0,0.05,0.0,8.02,0.54,0.75,41.7
Daniel Opare,400000,31,1.74,Right-Back,Full-Back,right,1.32602739726027,RFC Seraing,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.01,0.01,0.04,0.04,0.0,0.32,0.06,20.0,0.0,0.0,34.0,0.0,0.0,0.0,0.01,0.01,0.02,-0.01,-0.01,23.31,38.87,60.0,517.83,270.32,6.99,8.7,80.3,10.61,15.5,68.4,5.46,13.47,40.6,0.0,0.04,0.38,2.22,0.89,0.44,3.87,38.87,29.22,9.65,0.32,0.0,5.65,1.4,2.16,0.0,0.0,0.0,0.0,13.4,7.62,17.85,3.18,22.99,2.48,9.34,0.06,23.31,0.13,1.27,0.7,1.59,1.27,0.83,0.19,0.06,0.0,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.27,1.14,0.64,0.0,0.57,1.08,52.9,0.51,10.99,3.56,32.4,6.1,3.94,0.95,1.59,0.32,0.0,1.27,1.46,3.24,2.99,0.0,49.92,3.62,17.53,23.25,12.77,0.38,40.52,1.59,2.6,61.0,1.65,0.06,25.72,150.97,86.44,3.24,1.59,0.25,0.83,1.08,23.18,20.32,87.7,0.95,0.38,0.0,0.0,1.27,1.46,0.0,2.16,1.46,1.27,0.0,0.0,0.0,11.31,1.08,1.14,48.6
Daniel Pavlovic,100000,33,1.83,Left-Back,Full-Back,left,0.326027397260274,FC Chiasso,Serie A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.08,0.11,0.0,0.42,0.11,25.0,0.0,0.0,28.9,0.21,0.0,0.0,0.01,0.01,0.03,-0.01,-0.01,28.44,43.62,65.2,556.98,272.23,10.83,13.69,79.1,13.27,18.25,72.7,4.14,10.61,39.0,0.0,0.08,1.27,2.12,0.74,0.11,3.71,43.62,34.17,9.45,1.91,0.0,5.52,1.38,2.44,1.38,0.42,0.21,0.42,19.32,6.58,17.72,29.93,3.61,3.4,6.05,0.21,28.44,0.64,1.49,0.85,1.59,1.7,0.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.53,1.06,0.32,0.32,0.21,0.85,25.0,0.64,13.27,3.5,26.4,6.58,5.52,1.17,1.38,0.21,0.0,1.17,0.21,1.91,2.76,0.0,50.63,2.97,14.96,22.82,15.28,0.64,41.18,0.11,0.21,50.0,0.21,0.11,25.58,108.68,65.91,2.97,1.17,0.21,0.32,0.42,29.93,27.17,90.8,2.23,0.0,0.0,0.0,1.06,0.11,0.0,2.44,0.21,0.53,0.0,0.11,0.0,7.32,0.64,0.64,50.0
Daniel Wass,6000000,32,1.78,Right-Back,Full-Back,right,1.32602739726027,Atlético de Madrid,La Liga,0.11,0.04,0.07,0.04,0.04,0.33,0.0,0.12,0.09,0.04,0.12,0.11,1.45,0.4,27.5,0.05,0.18,24.3,0.11,0.04,0.04,0.12,0.09,0.06,-0.01,-0.01,34.5,43.0,80.2,641.6,195.12,14.03,16.32,86.0,14.65,16.98,86.3,4.54,7.67,59.2,0.04,0.04,0.8,3.34,0.55,0.04,3.67,43.0,38.53,4.47,1.89,0.04,6.0,1.27,0.87,0.62,0.15,0.29,0.04,27.08,7.12,8.8,3.6,34.75,2.36,1.13,0.15,34.5,0.07,0.65,0.98,0.87,1.38,0.95,0.33,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.49,1.05,0.58,0.87,0.04,0.36,1.34,27.0,0.98,13.23,3.34,25.3,3.89,7.49,1.85,1.16,0.15,0.0,1.02,0.95,2.44,1.31,0.0,51.25,2.47,11.63,29.19,13.12,0.91,46.71,0.47,0.65,72.2,0.47,0.04,28.06,132.38,69.17,2.73,1.13,0.11,0.65,0.51,35.22,31.3,88.9,1.34,0.33,0.0,0.0,1.74,1.09,0.07,0.87,0.95,1.05,0.0,0.0,0.0,9.2,1.34,1.49,47.4
Danilo,15000000,30,1.84,Right-Back,Full-Back,right,2.32876712328767,Juventus FC,Serie A,0.04,0.11,0.04,0.0,0.0,0.21,0.0,0.04,0.04,0.09,0.13,0.04,0.43,0.07,16.7,0.08,0.5,19.2,0.0,0.0,0.0,0.04,0.04,0.09,0.0,0.0,60.67,69.77,87.0,1216.41,398.54,20.66,22.2,93.1,30.55,33.49,91.2,8.77,12.57,69.8,0.11,0.09,0.82,5.8,0.93,0.29,4.66,69.77,63.14,6.63,1.5,0.07,6.48,1.4,1.0,0.04,0.0,0.0,0.0,50.78,9.56,9.42,6.91,55.48,1.43,5.01,0.39,60.67,0.32,1.07,1.47,1.18,1.65,1.54,0.07,0.0,0.0,0.04,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.93,1.07,1.15,0.43,0.36,0.9,1.68,53.2,0.79,7.84,2.33,29.7,4.05,2.4,1.4,1.54,0.5,0.0,1.04,1.79,3.72,3.19,0.0,78.93,5.55,27.29,42.55,12.39,0.75,72.7,0.32,0.61,52.9,0.36,0.0,51.07,199.7,106.73,4.05,0.82,0.18,0.36,0.36,56.66,55.15,97.3,1.0,0.21,0.0,0.0,1.11,0.68,0.0,1.0,1.79,1.07,0.0,0.04,0.0,7.91,1.5,0.82,64.6
Danilo D'Ambrosio,3500000,33,1.8,Right-Back,Full-Back,right,0.326027397260274,Inter Milan,Serie A,0.09,0.0,0.09,0.0,0.0,0.18,0.0,0.13,0.13,0.01,0.14,0.09,0.98,0.27,27.3,0.09,0.33,8.1,0.0,0.0,0.0,0.13,0.13,0.14,-0.04,-0.04,60.21,66.29,90.8,1178.77,334.68,23.98,25.14,95.4,27.91,29.88,93.4,7.96,10.11,78.8,0.0,0.01,0.18,3.22,0.54,0.09,2.51,66.29,63.7,2.59,1.88,0.09,6.35,2.33,0.98,0.0,0.0,0.0,0.0,52.34,6.26,7.69,17.62,45.36,1.43,0.72,0.45,60.21,0.0,0.72,0.81,0.89,1.16,0.89,0.0,0.09,0.09,0.0,0.09,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.79,1.16,0.89,0.81,0.09,0.45,1.43,31.3,0.98,9.57,3.22,33.6,3.94,3.4,2.24,2.24,1.34,0.09,0.89,1.07,2.86,2.24,0.09,76.13,10.02,38.02,33.91,7.43,1.79,73.72,0.45,0.45,100.0,0.45,0.09,54.3,233.95,124.18,2.86,0.45,0.09,0.98,0.27,61.19,58.15,95.0,1.34,0.18,0.0,0.0,1.34,0.72,0.09,0.98,1.07,1.16,0.0,0.0,0.0,6.98,1.79,1.25,58.8
Danny da Costa,3500000,28,1.87,Right-Back,Full-Back,right,0.326027397260274,Eintracht Frankfurt,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.04,0.06,0.0,0.4,0.07,16.7,0.0,0.0,21.3,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,27.31,42.17,64.8,559.39,293.12,8.99,11.92,75.4,13.99,19.52,71.7,4.13,8.79,47.0,0.0,0.04,0.47,2.07,0.87,0.27,4.93,42.17,31.71,10.46,0.33,0.0,5.4,0.4,1.53,0.0,0.0,0.0,0.0,19.52,10.79,11.86,5.13,23.72,2.2,10.13,0.2,27.31,0.07,0.87,2.46,2.2,1.07,0.93,0.0,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.93,0.93,1.07,0.6,0.27,0.53,1.93,27.6,1.4,13.79,4.4,31.9,6.66,4.86,2.27,1.93,0.27,0.0,1.67,1.87,3.8,3.13,0.0,53.43,3.13,17.39,24.18,15.32,1.2,43.03,0.73,1.27,57.9,0.8,0.07,25.31,150.42,80.87,3.33,1.4,0.33,0.93,0.4,27.51,24.65,89.6,1.27,0.2,0.0,0.0,1.0,0.47,0.07,1.53,1.87,0.93,0.0,0.07,0.0,8.53,1.67,1.0,62.5
Danny Rose,2500000,31,1.73,Left-Back,Full-Back,left,1.32602739726027,Watford FC,Premier League,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.03,0.03,0.1,0.12,0.0,0.52,0.13,25.0,0.0,0.0,19.7,0.0,0.0,0.0,0.03,0.03,0.04,-0.03,-0.03,28.87,43.24,66.8,605.57,347.59,10.58,11.89,89.0,12.67,17.24,73.5,5.09,11.49,44.3,0.0,0.1,0.65,3.14,0.91,0.13,4.18,43.24,28.61,14.63,2.35,0.13,3.27,1.83,1.96,1.05,0.65,0.39,0.0,15.41,11.1,16.72,24.69,4.18,2.61,11.23,0.13,28.87,0.26,0.65,1.31,2.22,1.44,1.31,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,3.0,1.96,1.96,1.05,0.0,1.57,3.79,41.4,2.22,11.1,4.44,40.0,5.75,4.7,0.65,1.83,0.78,0.0,1.05,1.96,4.96,1.7,0.0,53.43,4.44,18.03,23.51,14.63,0.52,39.84,1.18,1.96,60.0,1.18,0.26,22.86,108.81,66.36,3.27,1.05,0.0,0.52,0.78,25.08,22.6,90.1,0.78,0.52,0.0,0.0,1.57,2.09,0.0,1.96,1.96,1.96,0.0,0.13,0.0,6.66,0.52,0.78,40.0
Danny Simpson,300000,35,1.76,Right-Back,Full-Back,right,0.326027397260274,Bristol City,Premier League,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.02,0.01,0.03,0.0,0.12,0.04,33.3,0.0,0.0,11.4,0.0,0.0,0.0,0.02,0.02,0.14,-0.02,-0.02,35.32,46.01,76.8,633.43,254.12,15.85,18.03,87.9,14.67,18.03,81.4,4.02,8.16,49.3,0.0,0.01,0.23,2.22,0.35,0.27,1.99,46.01,34.85,11.16,0.66,0.0,5.46,0.9,0.59,0.08,0.08,0.0,0.0,21.04,12.14,12.84,4.18,27.75,2.46,10.42,0.23,35.32,0.08,0.9,1.21,1.09,0.55,0.43,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.86,1.33,0.31,0.08,0.82,2.15,38.2,1.33,9.99,2.73,27.3,5.74,3.32,0.94,2.89,0.82,0.0,2.07,1.91,3.63,4.33,0.0,58.0,5.5,22.13,27.12,10.5,0.35,46.87,0.43,0.62,68.8,0.43,0.0,27.32,99.37,38.17,1.33,0.27,0.0,0.43,0.66,28.26,25.95,91.9,0.82,0.16,0.0,0.0,1.09,0.51,0.0,0.59,1.91,0.86,0.0,0.04,0.0,8.98,1.8,1.91,48.4
Darnell Furlong,5000000,26,1.83,Right-Back,Full-Back,right,3.32876712328767,West Bromwich Albion,Championship,0.0,0.09,0.0,0.0,0.0,0.18,0.0,0.08,0.08,0.02,0.11,0.0,0.91,0.18,20.0,0.0,0.0,12.2,0.0,0.0,0.0,0.08,0.08,0.09,-0.08,-0.08,19.64,33.64,58.4,406.73,194.73,7.82,10.27,76.1,7.36,12.55,58.7,3.91,9.27,42.2,0.09,0.02,0.27,1.91,0.45,0.27,2.36,33.64,23.55,10.09,0.91,0.0,5.82,1.18,2.27,0.0,0.0,0.0,0.0,9.73,8.73,15.18,1.0,18.45,1.91,9.18,0.0,19.64,0.27,1.18,1.18,1.27,0.91,0.55,0.27,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,2.73,0.82,1.55,0.91,0.27,1.0,1.45,68.8,0.45,11.27,3.55,31.5,4.82,4.0,2.45,2.36,0.18,0.0,2.18,1.09,3.82,3.82,0.0,47.18,4.91,14.18,19.18,14.82,1.73,37.09,0.36,1.09,33.3,0.45,0.0,16.45,88.27,41.36,1.73,0.73,0.0,0.64,0.64,23.91,19.64,82.1,1.27,0.18,0.0,0.0,1.73,0.82,0.09,2.27,1.09,0.82,0.0,0.09,0.0,6.64,4.27,1.91,69.1
David Juncà,500000,28,1.78,Left-Back,Full-Back,left,0.326027397260274,Girona FC,La Liga,0.0,0.15,0.0,0.0,0.0,0.31,0.0,0.02,0.02,0.04,0.06,0.0,0.26,0.05,20.0,0.0,0.0,14.5,0.0,0.0,0.0,0.02,0.02,0.06,-0.02,-0.02,43.0,53.57,80.3,763.05,299.45,18.42,20.27,90.9,20.22,23.5,86.0,3.85,8.62,44.6,0.15,0.04,0.72,2.51,1.23,0.51,3.75,53.57,44.9,8.67,0.87,0.05,7.54,0.92,2.26,0.0,0.0,0.0,0.0,31.66,9.7,12.21,40.43,2.26,2.36,7.8,0.15,43.0,0.36,0.97,0.72,0.97,1.69,1.23,0.15,0.15,0.05,0.1,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.57,1.33,1.74,0.77,0.05,1.18,2.41,48.9,1.23,12.42,3.64,29.3,7.8,3.69,0.92,2.72,0.36,0.0,2.36,0.92,3.49,3.59,0.0,65.37,3.64,20.22,33.87,15.65,0.87,56.96,0.87,1.23,70.8,0.92,0.1,40.43,180.72,108.83,5.95,2.41,0.21,0.72,0.62,42.64,39.46,92.5,1.59,0.31,0.0,0.0,1.54,1.08,0.05,2.26,0.92,1.33,0.0,0.1,0.0,7.18,0.92,0.56,62.1
David Raum,12000000,23,1.8,Left-Back,Full-Back,left,4.32876712328767,TSG 1899 Hoffenheim,Bundesliga,0.09,0.28,0.09,0.0,0.0,0.18,0.0,0.05,0.05,0.3,0.36,0.09,0.97,0.32,33.3,0.1,0.29,19.6,0.14,0.0,0.0,0.05,0.05,0.05,0.04,0.04,48.55,65.54,74.1,916.44,358.99,21.28,24.83,85.7,19.39,23.54,82.4,7.19,14.32,50.2,0.28,0.3,2.58,3.04,2.3,1.8,4.74,65.54,51.22,14.32,1.66,0.0,7.55,2.03,5.9,3.22,1.75,0.74,0.18,34.36,15.34,15.84,49.1,4.38,2.03,9.44,0.0,48.55,0.23,1.29,2.07,2.95,4.19,2.81,1.15,0.0,0.14,0.05,0.05,0.55,0.46,0.05,0.0,0.05,0.0,0.0,2.07,1.11,1.15,0.46,0.46,1.15,2.07,55.6,0.92,13.5,4.19,31.1,4.88,5.71,2.9,1.75,0.14,0.0,1.61,1.52,3.59,1.93,0.05,76.27,2.9,19.85,31.69,28.28,2.49,62.27,0.92,1.84,50.0,1.06,0.09,42.01,191.88,109.99,4.93,1.06,0.51,1.24,0.69,50.71,45.14,89.0,3.36,0.18,0.0,0.0,0.92,1.24,0.32,5.9,1.52,1.11,0.0,0.0,0.05,8.2,1.01,1.47,40.7
David Simón,200000,33,1.79,Right-Back,Full-Back,right,0.326027397260274,PAS Lamia 1964,La Liga,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.03,0.03,0.16,0.17,0.0,0.37,0.12,33.3,0.0,0.0,14.5,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03,50.8,64.29,79.0,822.23,346.89,25.96,29.58,87.8,21.97,26.34,83.4,2.62,6.99,37.5,0.0,0.16,1.25,2.37,1.62,1.0,3.12,64.29,54.17,10.11,0.75,0.0,6.99,0.87,2.87,0.12,0.0,0.0,0.0,38.95,10.24,15.1,3.99,47.18,3.37,9.24,0.0,50.8,0.0,0.75,2.25,1.75,2.0,1.87,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,2.25,1.12,1.0,0.5,0.75,2.12,35.3,1.37,18.47,5.62,30.4,7.12,8.86,2.5,1.87,0.5,0.0,1.37,1.62,4.24,1.5,0.0,76.64,3.12,22.34,35.2,23.72,1.75,67.16,1.87,3.37,55.6,2.0,0.37,49.81,198.47,100.24,5.12,1.75,0.25,1.37,1.5,50.06,45.81,91.5,2.37,0.37,0.0,0.0,2.25,1.5,0.12,2.87,1.62,2.25,0.0,0.0,0.0,10.49,0.5,1.25,28.6
Davide Calabria,25000000,25,1.76,Right-Back,Full-Back,right,3.32876712328767,AC Milan,Serie A,0.08,0.08,0.08,0.0,0.0,0.12,0.0,0.08,0.08,0.05,0.13,0.08,1.24,0.12,9.7,0.06,0.67,22.1,0.0,0.0,0.0,0.08,0.08,0.07,0.0,0.0,41.67,54.47,76.5,784.43,316.16,17.94,19.99,89.8,17.66,22.12,79.9,5.34,10.2,52.4,0.08,0.05,0.48,3.61,1.0,0.72,4.38,54.47,45.92,8.55,0.76,0.04,6.18,1.28,1.61,0.0,0.0,0.0,0.0,30.63,10.64,13.21,4.78,39.5,1.65,7.79,0.12,41.67,0.24,0.8,1.65,1.61,1.24,0.92,0.04,0.08,0.08,0.08,0.04,0.2,0.12,0.04,0.0,0.04,0.0,0.0,2.89,1.73,1.73,0.92,0.24,1.16,2.85,40.8,1.69,17.42,5.5,31.6,8.27,7.03,2.13,2.05,0.4,0.0,1.65,1.57,4.46,2.41,0.0,65.75,3.09,22.96,33.32,13.17,1.0,57.4,0.56,0.88,63.6,0.6,0.08,37.81,184.82,105.9,4.3,1.32,0.2,0.84,0.52,41.07,38.58,93.9,1.36,0.12,0.0,0.0,0.84,1.08,0.04,1.61,1.57,1.73,0.0,0.0,0.0,8.59,0.76,1.24,38.0
Davide Zappacosta,10000000,29,1.82,Right-Back,Full-Back,right,3.32876712328767,Atalanta BC,Serie A,0.09,0.15,0.09,0.0,0.0,0.19,0.0,0.1,0.1,0.12,0.22,0.09,1.79,0.4,22.4,0.05,0.23,18.6,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.0,43.65,52.75,82.8,699.64,232.81,23.23,25.09,92.6,16.89,20.08,84.1,2.82,5.04,55.8,0.15,0.12,0.93,1.61,1.18,0.5,3.19,52.75,43.47,9.28,0.77,0.0,5.94,0.56,2.72,0.15,0.06,0.03,0.0,35.46,10.46,6.84,5.26,37.84,0.84,8.35,0.15,43.65,0.19,0.68,1.33,2.04,2.41,1.49,0.12,0.25,0.37,0.06,0.12,0.31,0.19,0.0,0.03,0.09,0.0,0.0,1.18,0.56,0.59,0.46,0.12,0.5,1.11,44.4,0.62,15.59,3.71,23.8,5.01,6.4,4.18,1.55,0.06,0.0,1.49,0.71,1.89,0.87,0.0,63.24,1.76,14.57,26.61,27.13,4.02,54.36,0.87,2.2,39.4,1.08,0.12,43.78,228.91,135.94,6.59,1.67,1.3,1.18,1.42,50.52,43.72,86.5,3.22,0.19,0.0,0.0,1.08,1.45,0.28,2.72,0.71,0.56,0.03,0.0,0.0,5.57,0.5,0.8,38.1
Denis Odoi,500000,33,1.78,Right-Back,Full-Back,right,2.32876712328767,Club Brugge KV,Premier League,0.0,0.03,0.0,0.0,0.0,0.14,0.0,0.03,0.03,0.02,0.05,0.0,0.35,0.03,10.0,0.0,0.0,17.5,0.0,0.0,0.0,0.03,0.03,0.08,-0.03,-0.03,39.97,48.3,82.8,773.15,276.25,15.65,17.04,91.9,18.35,20.54,89.4,5.31,9.3,57.1,0.03,0.02,0.38,3.43,0.31,0.07,2.64,48.3,44.17,4.13,1.28,0.03,6.87,0.97,0.38,0.03,0.0,0.0,0.0,33.13,5.55,9.61,3.33,38.37,2.71,2.81,0.38,39.97,0.24,0.9,1.01,0.8,0.8,0.59,0.07,0.0,0.03,0.03,0.07,0.07,0.03,0.0,0.0,0.03,0.0,0.0,1.84,1.04,1.39,0.38,0.07,0.49,1.21,40.0,0.73,11.94,3.71,31.1,7.18,4.16,0.59,2.26,1.01,0.0,1.25,2.67,4.51,5.83,0.03,62.07,8.33,29.87,30.36,5.62,0.56,58.18,0.62,0.87,72.0,0.66,0.0,35.77,203.18,102.98,2.67,0.76,0.0,0.14,0.52,34.83,33.69,96.7,0.38,0.14,0.0,0.0,1.39,1.21,0.0,0.38,2.67,1.04,0.0,0.03,0.03,10.65,1.56,1.49,51.1
Dennis Diekmeier,400000,32,1.88,Right-Back,Full-Back,right,0.326027397260274,SV Sandhausen,Bundesliga,0.0,0.14,0.0,0.0,0.0,0.19,0.0,0.02,0.02,0.11,0.13,0.0,0.24,0.1,40.0,0.0,0.0,18.2,0.0,0.0,0.0,0.02,0.02,0.09,-0.02,-0.02,27.08,44.37,61.0,522.94,294.28,10.31,12.57,82.0,12.29,19.37,63.4,3.81,9.54,39.9,0.14,0.11,1.01,2.75,1.16,0.58,4.19,44.37,31.61,12.77,0.24,0.0,5.83,0.87,2.6,0.0,0.0,0.0,0.0,15.18,9.49,19.71,2.26,25.73,2.84,12.53,0.39,27.08,0.1,1.25,0.87,2.31,1.73,1.3,0.1,0.14,0.0,0.14,0.05,0.24,0.24,0.0,0.0,0.0,0.0,0.0,2.36,1.06,1.69,0.39,0.29,0.67,1.35,50.0,0.67,8.91,3.18,35.7,4.53,2.94,1.45,1.69,0.58,0.0,1.11,0.48,2.84,2.02,0.0,54.2,2.84,13.54,24.48,19.51,1.45,41.63,0.77,1.3,59.3,0.87,0.05,26.6,154.66,90.58,3.71,1.45,0.34,0.43,1.11,29.78,25.49,85.6,2.6,0.19,0.0,0.0,1.06,1.54,0.24,2.6,0.48,1.06,0.0,0.05,0.0,8.58,1.06,0.67,61.1
Deyovaisio Zeefuik,3500000,23,1.77,Right-Back,Full-Back,right,0.326027397260274,Blackburn Rovers,Championship,0.09,0.0,0.09,0.0,0.0,0.26,0.0,0.0,0.0,0.16,0.16,0.09,0.17,0.17,100.0,0.5,0.5,15.6,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.09,34.11,44.35,76.9,599.77,219.79,16.19,19.03,85.1,14.38,18.52,77.7,3.1,5.17,60.0,0.0,0.16,1.21,1.98,1.38,0.78,3.53,44.35,33.93,10.42,0.95,0.0,9.39,0.95,1.89,0.0,0.0,0.0,0.0,23.25,11.45,9.65,2.07,26.7,3.36,9.47,0.0,34.11,0.34,1.21,1.98,1.55,2.33,1.89,0.09,0.09,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.03,1.12,0.43,0.17,0.43,1.21,35.7,0.78,18.0,5.08,28.2,8.44,6.46,3.1,2.76,0.34,0.0,2.41,1.38,3.1,2.93,0.26,57.7,3.45,19.29,26.96,15.5,2.15,47.54,0.69,2.07,33.3,0.78,0.0,26.87,153.04,90.0,3.88,1.64,0.6,1.55,0.69,35.66,29.37,82.4,2.41,0.26,0.0,0.0,0.95,1.64,0.17,1.89,1.38,1.03,0.0,0.09,0.0,8.01,3.7,1.55,70.5
Dídac Vilà,600000,32,1.85,Left-Back,Full-Back,left,0.326027397260274,RCD Espanyol Barcelona,La Liga,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.05,0.05,0.05,0.1,0.0,0.54,0.11,20.0,0.0,0.0,19.9,0.0,0.0,0.0,0.05,0.05,0.09,-0.05,-0.05,33.55,45.51,73.7,615.63,234.61,14.48,16.83,86.1,15.24,19.0,80.2,3.5,7.66,45.8,0.0,0.05,0.69,2.13,0.69,0.29,2.82,45.51,36.44,9.07,0.72,0.04,7.22,1.16,1.73,0.07,0.04,0.0,0.0,20.59,12.57,12.35,28.75,4.19,2.89,8.27,0.14,33.55,0.11,1.66,0.51,2.06,1.26,0.94,0.14,0.04,0.11,0.04,0.0,0.07,0.04,0.0,0.0,0.04,0.0,0.0,2.6,1.66,1.52,0.94,0.14,0.87,2.28,38.1,1.41,16.69,4.33,26.0,7.76,6.72,2.2,1.88,0.18,0.0,1.7,0.94,3.54,3.47,0.04,56.81,2.74,16.83,30.84,13.25,1.3,47.93,0.47,0.76,61.9,0.51,0.04,29.54,174.62,95.31,4.37,1.77,0.22,0.76,0.51,32.94,28.82,87.5,1.99,0.33,0.0,0.0,1.73,1.16,0.07,1.73,0.94,1.66,0.0,0.0,0.0,9.5,1.95,2.02,49.1
