Player_Names,Player_valuation,Age,Height,Position,Gen_Pos,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Eddie Nketiah,10000000,22,1.75,Centre-Forward,Striker,right,0.326027397260274,Arsenal FC,Premier League,0.28,0.0,0.28,0.0,0.0,0.0,0.14,0.44,0.44,0.09,0.54,0.28,2.13,0.71,33.3,0.13,0.4,12.3,0.0,0.0,0.0,0.44,0.44,0.21,-0.16,-0.16,15.78,19.91,79.3,237.16,35.26,9.24,10.66,86.7,5.55,6.68,83.0,0.71,1.14,62.5,0.0,0.09,0.71,0.85,0.43,0.0,1.28,19.91,18.34,1.56,0.0,0.0,3.13,0.0,0.43,0.0,0.0,0.0,0.0,15.78,2.42,1.71,3.13,15.5,0.85,0.0,0.14,15.78,0.0,0.28,0.43,1.0,1.71,1.0,0.0,0.28,0.0,0.28,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,1.42,1.0,0.57,0.71,0.14,0.28,1.0,28.6,0.71,23.18,5.55,23.9,1.56,11.09,10.52,0.71,0.0,0.0,0.71,0.71,2.13,0.57,0.0,33.27,1.14,4.12,18.2,13.22,4.27,31.71,1.42,2.27,62.5,1.56,0.14,24.74,121.14,54.03,2.7,0.43,0.71,3.7,2.56,37.82,23.6,62.4,8.67,0.0,0.14,0.0,2.27,1.71,0.43,0.43,0.71,1.0,0.0,0.0,0.0,4.27,0.85,1.14,42.9
Eddie Salcedo,6000000,20,1.78,Centre-Forward,Striker,right,0.326027397260274,Spezia Calcio,Serie A,0.23,0.0,0.23,0.0,0.0,0.12,0.0,0.43,0.43,0.06,0.49,0.23,3.03,1.05,34.6,0.08,0.22,12.5,0.12,0.0,0.0,0.43,0.43,0.14,-0.2,-0.2,21.92,31.13,70.4,353.24,104.11,11.66,15.74,74.1,6.53,8.74,74.7,2.68,4.2,63.9,0.0,0.06,1.05,1.75,0.82,0.23,3.26,31.13,29.03,2.1,0.12,0.0,7.81,0.35,1.17,0.7,0.23,0.35,0.0,19.94,6.65,4.55,3.38,21.8,2.22,1.28,0.7,21.92,0.12,0.35,1.52,2.22,2.45,1.75,0.12,0.12,0.35,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.12,0.0,0.23,0.12,0.12,100.0,0.0,9.56,3.5,36.6,2.1,4.08,3.38,0.7,0.23,0.0,0.47,0.58,0.93,1.05,0.0,43.13,1.17,5.25,18.19,23.08,4.9,41.04,0.58,1.63,35.7,0.93,0.0,27.98,133.37,68.67,3.73,1.75,0.47,1.52,2.45,44.18,31.24,70.7,5.48,0.12,0.0,0.0,1.28,1.05,0.47,1.17,0.58,0.0,0.0,0.0,0.0,6.18,2.8,3.96,41.4
Eddy Salcedo,6000000,20,1.78,Centre-Forward,Striker,right,0.326027397260274,Spezia Calcio,Serie A,0.23,0.0,0.23,0.0,0.0,0.12,0.0,0.43,0.43,0.06,0.49,0.23,3.03,1.05,34.6,0.08,0.22,12.5,0.12,0.0,0.0,0.43,0.43,0.14,-0.2,-0.2,21.92,31.13,70.4,353.24,104.11,11.66,15.74,74.1,6.53,8.74,74.7,2.68,4.2,63.9,0.0,0.06,1.05,1.75,0.82,0.23,3.26,31.13,29.03,2.1,0.12,0.0,7.81,0.35,1.17,0.7,0.23,0.35,0.0,19.94,6.65,4.55,3.38,21.8,2.22,1.28,0.7,21.92,0.12,0.35,1.52,2.22,2.45,1.75,0.12,0.12,0.35,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.12,0.0,0.23,0.12,0.12,100.0,0.0,9.56,3.5,36.6,2.1,4.08,3.38,0.7,0.23,0.0,0.47,0.58,0.93,1.05,0.0,43.13,1.17,5.25,18.19,23.08,4.9,41.04,0.58,1.63,35.7,0.93,0.0,27.98,133.37,68.67,3.73,1.75,0.47,1.52,2.45,44.18,31.24,70.7,5.48,0.12,0.0,0.0,1.28,1.05,0.47,1.17,0.58,0.0,0.0,0.0,0.0,6.18,2.8,3.96,41.4
Éder,400000,35,1.77,Second Striker,Striker,right,0.83013698630137,São Paulo Futebol Clube,Serie A,0.34,0.0,0.34,0.0,0.0,0.45,0.0,0.35,0.35,0.17,0.52,0.34,3.05,1.02,33.3,0.11,0.33,17.9,0.11,0.0,0.0,0.35,0.35,0.11,-0.01,-0.01,23.38,29.02,80.5,342.38,66.85,14.23,16.49,86.3,6.1,7.9,77.1,1.69,2.48,68.2,0.0,0.17,1.36,1.13,1.24,0.68,1.81,29.02,27.78,1.24,0.23,0.0,5.31,0.45,1.69,0.0,0.0,0.0,0.0,20.21,4.86,3.95,3.5,23.6,0.56,0.34,0.34,23.38,0.0,0.56,0.68,1.13,3.27,2.48,0.0,0.0,0.23,0.56,0.0,0.34,0.11,0.0,0.0,0.0,0.23,0.0,1.02,0.45,0.11,0.34,0.56,0.11,0.79,14.3,0.68,20.55,4.07,19.8,1.58,7.45,11.52,0.68,0.23,0.0,0.45,0.56,1.58,0.34,0.0,41.78,0.23,3.61,15.58,24.84,5.65,40.65,0.56,1.69,33.3,0.79,0.0,29.92,130.2,65.95,3.95,1.36,0.34,2.26,1.81,46.75,30.26,64.7,9.03,0.45,0.0,0.0,2.94,2.26,0.9,1.69,0.56,0.45,0.11,0.0,0.0,6.32,0.9,1.81,33.3
Edinson Cavani,4000000,35,1.84,Centre-Forward,Striker,right,0.326027397260274,Manchester United,Premier League,0.73,0.24,0.73,0.0,0.0,0.36,0.0,0.6,0.6,0.18,0.78,0.73,2.43,1.09,45.0,0.3,0.67,12.1,0.0,0.0,0.0,0.6,0.6,0.25,0.13,0.13,19.43,24.29,80.0,302.0,39.11,11.3,13.3,84.9,5.77,7.11,81.2,1.46,2.43,60.0,0.24,0.18,0.97,1.15,0.49,0.0,1.09,24.29,23.62,0.67,0.0,0.18,3.64,0.79,0.36,0.0,0.0,0.0,0.0,17.49,3.7,3.1,3.7,18.4,0.97,0.12,0.91,19.43,0.06,0.67,0.79,0.43,1.94,1.34,0.0,0.06,0.3,0.06,0.18,0.55,0.36,0.0,0.0,0.12,0.06,0.0,1.15,0.97,0.06,0.91,0.18,0.24,0.61,40.0,0.36,14.33,5.28,36.9,1.46,5.16,7.71,0.67,0.0,0.0,0.67,0.79,1.94,0.79,0.0,34.01,1.09,4.86,14.76,15.3,4.8,33.34,0.55,0.85,64.3,0.61,0.0,18.22,52.35,15.91,0.97,0.24,0.24,2.06,0.85,44.7,24.84,55.6,5.89,0.36,0.0,0.0,1.28,0.73,0.55,0.36,0.79,0.97,0.06,0.0,0.0,3.89,0.73,1.34,35.3
Efthimis Koulouris,1000000,26,1.86,Centre-Forward,Striker,right,1.32602739726027,Atromitos Athen,Ligue 1,0.23,0.12,0.23,0.0,0.0,0.06,0.0,0.27,0.27,0.07,0.34,0.23,2.34,0.88,37.5,0.1,0.27,14.4,0.0,0.0,0.0,0.27,0.27,0.11,-0.04,-0.04,21.14,28.97,73.0,299.03,45.32,12.44,15.48,80.4,6.37,8.82,72.2,1.05,1.87,56.3,0.12,0.07,1.05,0.93,0.53,0.18,1.17,28.97,27.1,1.87,0.0,0.0,6.77,0.29,0.76,0.0,0.0,0.0,0.0,18.34,6.48,4.15,4.73,20.32,2.16,0.12,0.47,21.14,0.12,0.7,1.11,1.34,1.87,1.64,0.0,0.0,0.06,0.12,0.06,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.58,0.35,0.29,0.23,0.06,0.18,0.88,20.0,0.7,12.79,2.8,21.9,1.4,6.66,4.73,0.88,0.29,0.0,0.58,0.23,0.82,0.53,0.0,39.13,1.11,3.8,19.39,17.29,3.97,37.26,0.58,1.11,52.6,0.58,0.0,24.41,87.96,37.44,1.87,0.53,0.47,2.39,1.46,48.42,29.49,60.9,9.29,0.06,0.0,0.0,0.88,0.76,0.29,0.76,0.23,0.35,0.0,0.0,0.0,4.73,1.75,4.21,29.4
El Bilal Touré,6000000,20,1.85,Centre-Forward,Striker,both,2.32876712328767,Stade Reims,Ligue 1,0.16,0.16,0.08,0.08,0.08,0.24,0.0,0.31,0.25,0.06,0.31,0.16,2.51,0.79,31.3,0.03,0.1,12.4,0.0,0.08,0.08,0.31,0.25,0.1,-0.15,-0.17,17.2,24.03,71.6,226.81,30.39,11.15,13.98,79.8,4.95,7.07,70.0,0.24,0.86,27.3,0.16,0.06,0.79,1.02,0.31,0.08,0.63,24.03,23.25,0.79,0.0,0.08,7.23,0.31,0.31,0.0,0.0,0.0,0.0,15.08,5.65,3.3,5.26,12.8,2.51,0.0,0.55,17.2,0.0,0.55,0.86,1.02,1.49,1.1,0.0,0.08,0.24,0.08,0.0,0.24,0.08,0.0,0.0,0.16,0.0,0.0,1.49,0.86,0.16,0.94,0.39,0.31,0.55,57.1,0.24,16.96,4.16,24.5,2.59,8.32,6.05,1.34,0.24,0.0,1.1,0.63,2.12,1.02,0.08,35.65,1.57,4.95,17.83,15.24,4.24,34.79,0.63,1.41,44.4,0.63,0.0,19.08,95.81,48.46,2.36,1.02,0.16,2.43,1.1,48.53,24.82,51.1,5.81,0.24,0.0,0.0,1.88,1.02,0.79,0.31,0.63,0.86,0.0,0.0,0.0,4.63,3.77,5.42,41.0
Eldor Shomurodov,12000000,26,1.9,Centre-Forward,Striker,right,4.32876712328767,AS Roma,Serie A,0.51,0.22,0.51,0.0,0.0,0.15,0.0,0.37,0.37,0.14,0.51,0.51,2.57,1.25,48.6,0.2,0.41,13.8,0.0,0.0,0.0,0.37,0.37,0.14,0.15,0.15,18.44,26.3,70.1,262.36,52.09,11.68,15.06,77.6,4.7,6.76,69.6,1.18,2.06,57.1,0.22,0.14,1.4,0.88,0.66,0.29,0.88,26.3,25.42,0.88,0.07,0.07,9.11,0.73,1.32,0.0,0.0,0.0,0.0,17.56,4.7,4.04,4.04,18.0,1.54,0.22,0.07,18.44,0.15,0.51,0.96,1.69,2.57,2.28,0.0,0.07,0.07,0.15,0.0,0.51,0.44,0.0,0.07,0.0,0.0,0.0,1.25,0.66,0.15,0.81,0.29,0.29,1.18,25.0,0.88,21.75,4.63,21.3,3.23,9.62,8.89,0.96,0.07,0.0,0.88,0.59,1.84,0.29,0.0,38.5,0.44,3.09,15.28,22.85,6.69,37.69,0.44,1.91,23.1,0.66,0.07,23.66,122.99,67.89,3.23,1.25,0.66,2.64,1.69,47.98,29.02,60.5,9.99,0.15,0.0,0.0,2.35,1.03,0.29,1.32,0.59,0.66,0.0,0.0,0.0,4.56,3.31,4.85,40.5
Elias Kachunga,800000,29,1.78,Centre-Forward,Striker,right,1.32602739726027,Bolton Wanderers,Premier League,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.07,0.07,0.01,0.08,0.0,1.07,0.23,21.4,0.0,0.0,13.8,0.0,0.0,0.0,0.07,0.07,0.06,-0.07,-0.07,16.98,23.68,71.7,241.14,50.94,10.05,12.56,80.0,5.33,7.46,71.4,0.91,1.6,57.1,0.0,0.01,0.23,1.14,0.3,0.3,1.22,23.68,22.92,0.76,0.08,0.0,6.47,0.23,0.91,0.0,0.0,0.0,0.0,15.46,4.11,4.11,2.13,17.74,1.98,0.38,0.3,16.98,0.08,0.69,0.61,1.14,0.76,0.53,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.53,0.76,0.91,0.23,0.69,1.9,36.0,1.22,25.13,5.1,20.3,6.93,12.34,5.86,1.07,0.0,0.0,1.07,0.69,2.59,1.22,0.0,35.48,0.91,6.02,16.68,15.3,2.28,34.87,1.45,2.74,52.8,1.52,0.08,24.67,124.42,54.9,3.2,1.07,0.3,1.83,1.6,38.53,23.6,61.3,4.95,0.15,0.0,0.0,2.36,1.75,0.69,0.91,0.69,0.53,0.0,0.08,0.0,5.48,1.52,1.75,46.5
Emil Berggreen,250000,28,1.93,Centre-Forward,Striker,right,1.32602739726027,SönderjyskE,Bundesliga,0.54,0.27,0.54,0.0,0.0,0.27,0.0,0.27,0.27,0.05,0.32,0.54,1.61,0.94,58.3,0.33,0.57,12.7,0.0,0.0,0.0,0.27,0.27,0.16,0.27,0.27,13.18,21.79,60.5,161.84,30.13,8.74,12.78,68.4,2.69,5.11,52.6,0.81,1.48,54.5,0.27,0.05,0.81,0.54,0.81,0.0,1.21,21.79,21.26,0.54,0.0,0.0,8.21,0.0,0.13,0.0,0.0,0.0,0.0,8.88,8.61,4.3,2.42,10.49,2.56,0.0,1.88,13.18,0.13,0.54,0.54,1.08,1.21,1.21,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,0.13,0.4,0.13,0.67,20.0,0.54,14.39,3.09,21.5,0.94,7.0,6.46,1.35,0.4,0.0,0.94,0.0,0.54,1.08,0.0,33.9,1.35,2.29,15.87,16.82,4.84,33.36,0.27,0.27,100.0,0.27,0.0,17.22,54.62,13.86,1.21,0.4,0.13,4.17,1.75,46.01,26.23,57.0,11.03,0.27,0.0,0.0,2.83,0.81,0.27,0.13,0.0,0.54,0.0,0.0,0.0,2.96,5.78,7.26,44.3
Emmanuel Boateng,700000,25,1.75,Centre-Forward,Striker,right,0.83013698630137,Dalian Professional,La Liga,0.13,0.0,0.13,0.0,0.0,0.26,0.0,0.22,0.22,0.01,0.22,0.13,2.45,0.52,21.1,0.05,0.25,13.8,0.0,0.0,0.0,0.22,0.22,0.09,-0.09,-0.09,9.01,13.78,65.4,118.97,19.57,5.67,8.11,69.8,2.58,3.99,64.5,0.39,1.16,33.3,0.0,0.01,0.26,0.64,0.13,0.0,0.52,13.78,13.0,0.77,0.0,0.0,3.61,0.13,0.13,0.0,0.0,0.0,0.0,8.63,1.8,3.35,1.8,8.37,2.19,0.0,0.13,9.01,0.13,0.39,0.26,0.52,1.55,0.64,0.0,0.26,0.26,0.39,0.0,0.39,0.13,0.0,0.0,0.13,0.13,0.0,0.39,0.13,0.0,0.26,0.13,0.0,0.13,0.0,0.13,18.41,4.25,23.1,1.55,9.01,7.85,0.64,0.13,0.0,0.52,0.13,0.52,0.52,0.0,24.85,1.03,1.42,10.04,14.16,5.15,24.08,0.77,1.03,75.0,0.77,0.0,16.22,68.37,27.81,1.93,0.26,0.39,2.19,2.06,39.79,18.93,47.6,8.63,0.26,0.0,0.0,1.93,2.83,1.16,0.13,0.13,0.13,0.0,0.0,0.0,2.96,2.19,1.8,54.8
Emmanuel Dennis,8000000,24,1.75,Centre-Forward,Striker,right,4.32876712328767,Watford FC,Premier League,0.4,0.27,0.4,0.0,0.0,0.4,0.04,0.26,0.26,0.15,0.41,0.4,2.16,1.02,46.9,0.18,0.39,14.4,0.18,0.0,0.0,0.26,0.26,0.12,0.14,0.14,14.66,21.95,66.8,213.74,56.31,9.14,11.75,77.8,3.89,5.87,66.2,1.02,1.9,53.5,0.27,0.15,1.15,0.79,0.71,0.22,1.72,21.95,20.67,1.28,0.04,0.04,5.74,0.35,1.19,0.22,0.04,0.09,0.0,14.35,5.26,2.34,3.0,16.25,0.57,0.31,0.31,14.66,0.13,0.49,1.28,1.59,3.18,1.94,0.0,0.62,0.31,0.22,0.09,0.44,0.22,0.0,0.04,0.09,0.04,0.04,1.63,0.97,1.02,0.35,0.27,0.4,1.41,28.1,1.02,20.49,5.26,25.6,4.33,8.52,7.64,1.24,0.09,0.0,1.15,0.66,2.3,0.35,0.0,38.07,0.71,4.9,15.15,21.11,5.52,36.7,2.43,5.65,43.0,2.78,0.79,27.64,143.39,94.33,4.5,1.37,1.41,2.83,2.56,41.95,25.61,61.1,5.83,0.4,0.04,0.04,2.65,1.46,0.35,1.19,0.66,0.97,0.04,0.0,0.0,5.61,2.25,3.67,38.1
Emmanuel Rivière,700000,32,1.82,Centre-Forward,Striker,right,,Without Club,Serie A,0.14,0.14,0.14,0.0,0.0,0.28,0.0,0.15,0.15,0.08,0.24,0.14,1.55,0.42,27.3,0.09,0.33,14.9,0.0,0.0,0.0,0.15,0.15,0.1,-0.01,-0.01,15.89,20.81,76.4,213.61,33.89,10.13,12.09,83.7,4.5,6.33,71.1,0.42,0.56,75.0,0.14,0.08,0.7,0.7,0.14,0.0,0.84,20.81,20.25,0.56,0.0,0.0,7.59,0.14,0.14,0.0,0.0,0.0,0.0,13.5,4.5,2.81,3.38,14.63,1.13,0.0,0.14,15.89,0.0,0.0,0.7,1.13,1.55,1.13,0.0,0.0,0.14,0.14,0.14,0.42,0.28,0.0,0.0,0.14,0.0,0.0,0.56,0.42,0.28,0.28,0.0,0.0,0.7,0.0,0.7,14.2,2.95,20.8,2.11,7.17,4.92,0.84,0.28,0.0,0.56,0.56,1.13,0.0,0.0,31.64,0.28,2.25,19.55,11.39,3.09,31.08,0.28,0.84,33.3,0.28,0.0,21.94,80.58,34.03,1.27,0.84,0.14,3.52,1.13,46.27,25.17,54.4,8.16,0.28,0.0,0.0,1.55,2.81,0.28,0.14,0.56,0.42,0.0,0.0,0.0,2.95,1.55,3.94,28.2
Enes Ünal,9000000,24,1.87,Centre-Forward,Striker,right,3.32876712328767,Getafe CF,La Liga,0.59,0.03,0.48,0.1,0.14,0.24,0.0,0.34,0.24,0.04,0.28,0.59,2.77,0.9,32.5,0.18,0.54,15.3,0.14,0.1,0.14,0.34,0.24,0.09,0.25,0.25,14.54,23.06,63.1,202.72,46.54,8.45,12.05,70.1,4.54,7.31,62.1,0.62,1.28,48.6,0.03,0.04,0.83,1.32,0.24,0.07,1.66,23.06,21.95,1.11,0.03,0.03,8.86,0.21,0.45,0.03,0.03,0.0,0.0,11.77,5.51,5.78,1.32,13.4,3.22,0.03,0.69,14.54,0.17,0.38,0.9,1.07,2.35,1.45,0.0,0.21,0.24,0.42,0.03,0.17,0.1,0.0,0.0,0.0,0.03,0.03,1.07,0.55,0.1,0.48,0.48,0.24,1.32,18.4,1.07,25.07,5.89,23.5,1.45,12.99,10.63,1.14,0.17,0.0,0.97,0.28,1.35,0.94,0.0,38.33,0.94,2.18,18.91,19.32,4.99,37.09,0.8,1.94,41.1,1.07,0.1,20.99,77.85,34.8,1.9,0.87,0.28,3.46,2.35,51.35,28.74,56.0,5.85,0.24,0.0,0.0,2.56,2.46,0.38,0.45,0.28,0.55,0.03,0.0,0.0,3.74,5.75,7.27,44.1
Enric Gallego,600000,35,1.89,Centre-Forward,Striker,left,1.32602739726027,CD Tenerife,La Liga,0.0,0.22,0.0,0.0,0.0,0.22,0.0,0.17,0.17,0.08,0.23,0.0,1.56,0.45,28.6,0.0,0.0,12.0,0.0,0.0,0.0,0.17,0.17,0.1,-0.17,-0.17,17.75,30.71,57.8,278.15,75.26,9.6,15.52,61.9,6.36,10.16,62.6,1.23,2.9,42.3,0.22,0.08,0.89,2.9,0.56,0.11,2.46,30.71,29.48,1.23,0.0,0.11,11.61,0.56,0.89,0.0,0.0,0.0,0.0,11.5,10.5,8.71,13.51,2.68,4.69,0.0,1.34,17.75,0.0,1.23,0.67,1.56,1.79,1.45,0.0,0.0,0.11,0.22,0.0,0.34,0.22,0.0,0.0,0.11,0.0,0.0,1.01,0.67,0.45,0.22,0.34,0.0,1.12,0.0,1.12,19.54,5.14,26.3,1.9,8.49,9.16,0.89,0.0,0.0,0.89,0.11,1.12,0.78,0.0,43.44,1.01,4.35,21.1,19.21,4.13,42.21,0.34,1.23,27.3,0.34,0.11,18.09,67.44,28.14,1.34,0.22,0.11,4.13,1.34,59.63,33.05,55.4,7.7,0.22,0.0,0.0,3.8,1.23,0.45,0.89,0.11,0.67,0.0,0.0,0.0,5.25,9.16,7.48,55.0
Enrico Brignola,1000000,22,1.8,Second Striker,Striker,left,0.326027397260274,Benevento Calcio,Serie A,0.2,0.13,0.2,0.0,0.0,0.33,0.0,0.19,0.19,0.11,0.3,0.2,2.2,0.6,27.3,0.09,0.33,18.6,0.0,0.0,0.0,0.19,0.19,0.09,0.01,0.01,25.57,31.51,81.1,420.36,93.54,12.49,14.49,86.2,10.82,12.55,86.2,1.74,2.8,61.9,0.13,0.11,1.14,1.07,1.07,0.07,2.34,31.51,30.98,0.53,0.07,0.07,7.21,0.33,0.87,0.13,0.07,0.0,0.0,25.84,3.14,2.54,27.57,3.07,0.33,0.27,0.13,25.57,0.0,0.67,0.8,1.47,3.07,1.87,0.13,0.67,0.33,0.07,0.0,0.33,0.2,0.0,0.07,0.07,0.0,0.0,1.94,1.2,1.14,0.53,0.27,0.47,2.14,21.9,1.67,21.83,5.88,26.9,6.68,9.48,5.68,1.2,0.0,0.0,1.2,0.27,2.2,0.27,0.0,45.2,0.47,8.41,22.9,18.49,3.27,44.73,2.34,4.14,56.5,2.74,0.2,38.26,218.19,93.67,5.01,1.6,0.73,2.34,2.94,44.6,34.92,78.3,4.34,0.33,0.0,0.0,2.4,0.87,0.53,0.87,0.27,1.2,0.0,0.0,0.0,5.41,0.2,0.87,18.8
Enzo Crivelli,2000000,27,1.84,Centre-Forward,Striker,right,0.326027397260274,AS Saint-Étienne,Ligue 1,0.24,0.04,0.24,0.0,0.0,0.28,0.0,0.22,0.22,0.03,0.25,0.24,0.88,0.4,45.5,0.27,0.6,9.9,0.0,0.0,0.0,0.22,0.22,0.24,0.02,0.02,14.5,22.18,65.4,197.44,32.26,8.72,12.15,71.8,4.14,6.65,62.3,0.92,1.99,46.0,0.04,0.03,0.52,0.72,0.28,0.12,0.84,22.18,20.35,1.83,0.04,0.04,5.77,0.36,0.28,0.0,0.0,0.0,0.0,12.39,5.42,4.38,1.95,14.81,1.95,0.16,0.76,14.5,0.08,0.8,0.68,0.68,1.27,0.8,0.0,0.04,0.0,0.4,0.04,0.08,0.04,0.0,0.0,0.0,0.04,0.0,0.64,0.4,0.36,0.2,0.08,0.24,0.56,42.9,0.32,15.89,3.7,23.3,1.23,7.37,7.29,0.48,0.12,0.0,0.36,0.08,0.72,1.04,0.0,32.34,1.43,2.79,19.75,11.15,2.55,30.5,0.68,1.47,45.9,0.72,0.0,19.87,66.15,18.8,1.15,0.36,0.04,2.51,1.67,43.96,23.62,53.7,7.96,0.28,0.0,0.0,1.75,1.99,0.2,0.28,0.08,0.4,0.0,0.0,0.0,3.62,2.87,3.9,42.4
Eric Maxim Choupo-Moting,3500000,32,1.91,Centre-Forward,Striker,right,1.32602739726027,Bayern Munich,Bundesliga,1.01,0.1,1.01,0.0,0.0,0.1,0.0,0.59,0.59,0.14,0.72,1.01,3.44,2.22,64.7,0.29,0.45,11.0,0.0,0.0,0.0,0.59,0.59,0.18,0.42,0.42,19.42,24.88,78.0,277.38,51.98,11.73,13.85,84.7,6.37,7.79,81.8,0.51,1.01,50.0,0.1,0.14,1.42,1.01,0.71,0.0,1.72,24.88,24.07,0.81,0.1,0.1,8.29,0.0,0.3,0.0,0.0,0.0,0.0,18.3,4.55,2.02,4.65,16.79,1.01,0.1,1.01,19.42,0.1,0.3,1.11,1.21,3.03,2.22,0.0,0.4,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,1.82,1.11,0.4,0.81,0.61,0.1,0.81,12.5,0.71,16.69,5.26,31.5,1.31,7.28,8.09,0.71,0.0,0.0,0.71,0.4,2.22,0.4,0.0,37.92,0.71,2.63,16.08,21.34,8.19,37.21,2.22,3.03,73.3,2.43,0.2,27.51,100.52,43.79,2.93,0.91,1.01,2.63,1.92,46.72,27.91,59.7,9.2,0.1,0.0,0.0,1.52,1.62,0.91,0.3,0.4,1.11,0.0,0.0,0.0,5.26,2.12,2.83,42.9
Erik Expósito,2000000,25,1.9,Centre-Forward,Striker,left,2.32876712328767,Slask Wroclaw,La Liga,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.21,0.21,0.04,0.25,0.19,1.93,0.39,20.0,0.1,0.5,13.3,0.0,0.0,0.0,0.21,0.21,0.11,-0.02,-0.02,12.14,18.31,66.3,198.89,54.93,6.75,9.64,70.0,4.43,6.75,65.7,0.96,1.16,83.3,0.0,0.04,0.58,1.35,1.16,0.19,2.31,18.31,17.34,0.96,0.0,0.0,4.24,0.19,0.58,0.0,0.0,0.0,0.0,9.64,3.28,5.4,9.83,2.51,3.66,0.0,0.0,12.14,0.58,0.58,0.39,0.58,1.93,1.35,0.0,0.0,0.0,0.39,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.19,1.93,10.0,1.73,19.08,4.63,24.2,0.96,6.55,11.56,0.96,0.0,0.0,0.96,0.39,0.58,0.77,0.0,29.1,0.77,1.54,11.76,17.54,5.2,28.14,1.16,1.54,75.0,1.16,0.0,17.54,72.46,25.25,1.35,0.58,0.19,3.85,0.96,39.51,21.01,53.2,10.99,0.0,0.0,0.0,1.35,0.96,0.39,0.58,0.39,0.0,0.0,0.0,0.0,2.7,2.7,1.93,58.3
